left_index,right_index,left_ns,right_ns,elapsed_ns,signed_delta_ns,absolute_delta_ns,left_interval_ns,right_interval_ns,within_0_5_ms,within_2_ms
325,325,1789458584975695000,1789458584975683000,10810962000,12000,12000,33367000,33367000,True,True
326,326,1789458585009062000,1789458585009051000,10844329000,11000,11000,33367000,33368000,True,True
327,327,1789458585042428000,1789458585042416000,10877695000,12000,12000,33366000,33365000,True,True
328,328,1789458585075794000,1789458585075783000,10911061000,11000,11000,33366000,33367000,True,True
329,329,1789458585109162000,1789458585109149000,10944429000,13000,13000,33368000,33366000,True,True
330,330,1789458585142529000,1789458585142516000,10977796000,13000,13000,33367000,33367000,True,True
331,331,1789458585175895000,1789458585175882000,11011162000,13000,13000,33366000,33366000,True,True
332,332,1789458585209261000,1789458585209248000,11044528000,13000,13000,33366000,33366000,True,True
333,333,1789458585242628000,1789458585242615000,11077895000,13000,13000,33367000,33367000,True,True
334,334,1789458585275995000,1789458585275981000,11111262000,14000,14000,33367000,33366000,True,True
335,335,1789458585309360000,1789458585309347000,11144627000,13000,13000,33365000,33366000,True,True
336,336,1789458585342729000,1789458585342716000,11177996000,13000,13000,33369000,33369000,True,True
337,337,1789458585376095000,1789458585376082000,11211362000,13000,13000,33366000,33366000,True,True
338,338,1789458585409462000,1789458585409448000,11244729000,14000,14000,33367000,33366000,True,True
339,339,1789458585442827000,1789458585442814000,11278094000,13000,13000,33365000,33366000,True,True
340,340,1789458585476195000,1789458585476182000,11311462000,13000,13000,33368000,33368000,True,True
341,341,1789458585509561000,1789458585509548000,11344828000,13000,13000,33366000,33366000,True,True
342,342,1789458585542927000,1789458585542915000,11378194000,12000,12000,33366000,33367000,True,True
343,343,1789458585576295000,1789458585576282000,11411562000,13000,13000,33368000,33367000,True,True
344,344,1789458585609661000,1789458585609648000,11444928000,13000,13000,33366000,33366000,True,True
345,345,1789458585643028000,1789458585643015000,11478295000,13000,13000,33367000,33367000,True,True
346,346,1789458585676394000,1789458585676382000,11511661000,12000,12000,33366000,33367000,True,True
347,347,1789458585709762000,1789458585709749000,11545029000,13000,13000,33368000,33367000,True,True
348,348,1789458585743129000,1789458585743116000,11578396000,13000,13000,33367000,33367000,True,True
349,349,1789458585776496000,1789458585776482000,11611763000,14000,14000,33367000,33366000,True,True
350,350,1789458585809866000,1789458585809853000,11645133000,13000,13000,33370000,33371000,True,True
351,351,1789458585843232000,1789458585843218000,11678499000,14000,14000,33366000,33365000,True,True
352,352,1789458585876597000,1789458585876585000,11711864000,12000,12000,33365000,33367000,True,True
353,353,1789458585909965000,1789458585909952000,11745232000,13000,13000,33368000,33367000,True,True
354,354,1789458585943331000,1789458585943318000,11778598000,13000,13000,33366000,33366000,True,True
355,355,1789458585976697000,1789458585976684000,11811964000,13000,13000,33366000,33366000,True,True
356,356,1789458586010063000,1789458586010050000,11845330000,13000,13000,33366000,33366000,True,True
357,357,1789458586043430000,1789458586043417000,11878697000,13000,13000,33367000,33367000,True,True
358,358,1789458586076795000,1789458586076784000,11912062000,11000,11000,33365000,33367000,True,True
359,359,1789458586110163000,1789458586110150000,11945430000,13000,13000,33368000,33366000,True,True
360,360,1789458586143531000,1789458586143518000,11978798000,13000,13000,33368000,33368000,True,True
361,361,1789458586176897000,1789458586176885000,12012164000,12000,12000,33366000,33367000,True,True
362,362,1789458586210268000,1789458586210255000,12045535000,13000,13000,33371000,33370000,True,True
363,363,1789458586243635000,1789458586243621000,12078902000,14000,14000,33367000,33366000,True,True
364,364,1789458586277000000,1789458586276988000,12112267000,12000,12000,33365000,33367000,True,True
365,365,1789458586310371000,1789458586310357000,12145638000,14000,14000,33371000,33369000,True,True
366,366,1789458586343744000,1789458586343729000,12179011000,15000,15000,33373000,33372000,True,True
367,367,1789458586377111000,1789458586377095000,12212378000,16000,16000,33367000,33366000,True,True
368,368,1789458586410476000,1789458586410462000,12245743000,14000,14000,33365000,33367000,True,True
369,369,1789458586443847000,1789458586443832000,12279114000,15000,15000,33371000,33370000,True,True
370,370,1789458586477220000,1789458586477199000,12312487000,21000,21000,33373000,33367000,True,True
371,371,1789458586510587000,1789458586510565000,12345854000,22000,22000,33367000,33366000,True,True
372,372,1789458586543952000,1789458586543931000,12379219000,21000,21000,33365000,33366000,True,True
373,373,1789458586577319000,1789458586577298000,12412586000,21000,21000,33367000,33367000,True,True
374,374,1789458586610687000,1789458586610666000,12445954000,21000,21000,33368000,33368000,True,True
375,375,1789458586644054000,1789458586644033000,12479321000,21000,21000,33367000,33367000,True,True
376,376,1789458586677421000,1789458586677400000,12512688000,21000,21000,33367000,33367000,True,True
377,377,1789458586710791000,1789458586710769000,12546058000,22000,22000,33370000,33369000,True,True
378,378,1789458586744157000,1789458586744135000,12579424000,22000,22000,33366000,33366000,True,True
379,379,1789458586777524000,1789458586777503000,12612791000,21000,21000,33367000,33368000,True,True
380,380,1789458586810891000,1789458586810869000,12646158000,22000,22000,33367000,33366000,True,True
381,381,1789458586844256000,1789458586844235000,12679523000,21000,21000,33365000,33366000,True,True
382,382,1789458586877622000,1789458586877601000,12712889000,21000,21000,33366000,33366000,True,True
383,383,1789458586910989000,1789458586910969000,12746256000,20000,20000,33367000,33368000,True,True
384,384,1789458586944355000,1789458586944334000,12779622000,21000,21000,33366000,33365000,True,True
385,385,1789458586977720000,1789458586977702000,12812987000,18000,18000,33365000,33368000,True,True
386,386,1789458587011087000,1789458587011068000,12846354000,19000,19000,33367000,33366000,True,True
387,387,1789458587044454000,1789458587044435000,12879721000,19000,19000,33367000,33367000,True,True
388,388,1789458587077819000,1789458587077801000,12913086000,18000,18000,33365000,33366000,True,True
389,389,1789458587111187000,1789458587111169000,12946454000,18000,18000,33368000,33368000,True,True
390,390,1789458587144552000,1789458587144535000,12979819000,17000,17000,33365000,33366000,True,True
391,391,1789458587177918000,1789458587177901000,13013185000,17000,17000,33366000,33366000,True,True
392,392,1789458587211286000,1789458587211267000,13046553000,19000,19000,33368000,33366000,True,True
393,393,1789458587244652000,1789458587244635000,13079919000,17000,17000,33366000,33368000,True,True
394,394,1789458587278018000,1789458587278000000,13113285000,18000,18000,33366000,33365000,True,True
395,395,1789458587311384000,1789458587311367000,13146651000,17000,17000,33366000,33367000,True,True
396,396,1789458587344752000,1789458587344735000,13180019000,17000,17000,33368000,33368000,True,True
397,397,1789458587378117000,1789458587378101000,13213384000,16000,16000,33365000,33366000,True,True
398,398,1789458587411484000,1789458587411467000,13246751000,17000,17000,33367000,33366000,True,True
399,399,1789458587444851000,1789458587444834000,13280118000,17000,17000,33367000,33367000,True,True
400,400,1789458587478217000,1789458587478200000,13313484000,17000,17000,33366000,33366000,True,True
401,401,1789458587511583000,1789458587511568000,13346850000,15000,15000,33366000,33368000,True,True
402,402,1789458587544949000,1789458587544934000,13380216000,15000,15000,33366000,33366000,True,True
403,403,1789458587578317000,1789458587578301000,13413584000,16000,16000,33368000,33367000,True,True
404,404,1789458587611682000,1789458587611667000,13446949000,15000,15000,33365000,33366000,True,True
405,405,1789458587645049000,1789458587645034000,13480316000,15000,15000,33367000,33367000,True,True
406,406,1789458587678416000,1789458587678402000,13513683000,14000,14000,33367000,33368000,True,True
407,407,1789458587711782000,1789458587711768000,13547049000,14000,14000,33366000,33366000,True,True
408,408,1789458587745149000,1789458587745135000,13580416000,14000,14000,33367000,33367000,True,True
409,409,1789458587778516000,1789458587778502000,13613783000,14000,14000,33367000,33367000,True,True
410,410,1789458587811882000,1789458587811868000,13647149000,14000,14000,33366000,33366000,True,True
411,411,1789458587845249000,1789458587845235000,13680516000,14000,14000,33367000,33367000,True,True
412,412,1789458587878616000,1789458587878602000,13713883000,14000,14000,33367000,33367000,True,True
413,413,1789458587911982000,1789458587911968000,13747249000,14000,14000,33366000,33366000,True,True
414,414,1789458587945350000,1789458587945335000,13780617000,15000,15000,33368000,33367000,True,True
415,415,1789458587978715000,1789458587978702000,13813982000,13000,13000,33365000,33367000,True,True
416,416,1789458588012083000,1789458588012069000,13847350000,14000,14000,33368000,33367000,True,True
417,417,1789458588045449000,1789458588045435000,13880716000,14000,14000,33366000,33366000,True,True
418,418,1789458588078815000,1789458588078802000,13914082000,13000,13000,33366000,33367000,True,True
419,419,1789458588112182000,1789458588112170000,13947449000,12000,12000,33367000,33368000,True,True
420,420,1789458588145549000,1789458588145536000,13980816000,13000,13000,33367000,33366000,True,True
421,421,1789458588178916000,1789458588178903000,14014183000,13000,13000,33367000,33367000,True,True
422,422,1789458588212282000,1789458588212270000,14047549000,12000,12000,33366000,33367000,True,True
423,423,1789458588245649000,1789458588245637000,14080916000,12000,12000,33367000,33367000,True,True
424,424,1789458588279017000,1789458588279003000,14114284000,14000,14000,33368000,33366000,True,True
425,425,1789458588312385000,1789458588312372000,14147652000,13000,13000,33368000,33369000,True,True
426,426,1789458588345752000,1789458588345739000,14181019000,13000,13000,33367000,33367000,True,True
427,427,1789458588379120000,1789458588379106000,14214387000,14000,14000,33368000,33367000,True,True
428,428,1789458588412489000,1789458588412475000,14247756000,14000,14000,33369000,33369000,True,True
429,429,1789458588445859000,1789458588445845000,14281126000,14000,14000,33370000,33370000,True,True
430,430,1789458588479227000,1789458588479211000,14314494000,16000,16000,33368000,33366000,True,True
431,431,1789458588512594000,1789458588512577000,14347861000,17000,17000,33367000,33366000,True,True
432,432,1789458588545961000,1789458588545945000,14381228000,16000,16000,33367000,33368000,True,True
433,433,1789458588579329000,1789458588579312000,14414596000,17000,17000,33368000,33367000,True,True
434,434,1789458588612696000,1789458588612680000,14447963000,16000,16000,33367000,33368000,True,True
435,435,1789458588646063000,1789458588646046000,14481330000,17000,17000,33367000,33366000,True,True
436,436,1789458588679429000,1789458588679414000,14514696000,15000,15000,33366000,33368000,True,True
437,437,1789458588712800000,1789458588712783000,14548067000,17000,17000,33371000,33369000,True,True
438,438,1789458588746166000,1789458588746151000,14581433000,15000,15000,33366000,33368000,True,True
439,439,1789458588779534000,1789458588779518000,14614801000,16000,16000,33368000,33367000,True,True
440,440,1789458588812904000,1789458588812890000,14648171000,14000,14000,33370000,33372000,True,True
441,441,1789458588846273000,1789458588846256000,14681540000,17000,17000,33369000,33366000,True,True
442,442,1789458588879644000,1789458588879628000,14714911000,16000,16000,33371000,33372000,True,True
443,443,1789458588913011000,1789458588912995000,14748278000,16000,16000,33367000,33367000,True,True
444,444,1789458588946377000,1789458588946361000,14781644000,16000,16000,33366000,33366000,True,True
445,445,1789458588979743000,1789458588979727000,14815010000,16000,16000,33366000,33366000,True,True
446,446,1789458589013110000,1789458589013095000,14848377000,15000,15000,33367000,33368000,True,True
447,447,1789458589046477000,1789458589046461000,14881744000,16000,16000,33367000,33366000,True,True
448,448,1789458589079844000,1789458589079828000,14915111000,16000,16000,33367000,33367000,True,True
449,449,1789458589113210000,1789458589113195000,14948477000,15000,15000,33366000,33367000,True,True
450,450,1789458589146582000,1789458589146567000,14981849000,15000,15000,33372000,33372000,True,True
451,451,1789458589179949000,1789458589179933000,15015216000,16000,16000,33367000,33366000,True,True
452,452,1789458589213315000,1789458589213301000,15048582000,14000,14000,33366000,33368000,True,True
453,453,1789458589246685000,1789458589246668000,15081952000,17000,17000,33370000,33367000,True,True
454,454,1789458589280050000,1789458589280035000,15115317000,15000,15000,33365000,33367000,True,True
455,455,1789458589313418000,1789458589313402000,15148685000,16000,16000,33368000,33367000,True,True
456,456,1789458589346786000,1789458589346770000,15182053000,16000,16000,33368000,33368000,True,True
